"Korean Name","English Name","Searched Eng Name","Functions"
"톳추출물","Hizikia Fusiforme Extract,Sargassum Fusiforme Extract","SACCHAROMYCES/(PANAX GINSENG/OPHIOPOGON JAPONICUS) ROOT/RHUS SEMIALATA GALL/(EUCALYPTUS GLOBULUS/ALCHEMILLA VULGARIS) LEAF/HIZIKIA FUSIFORME/SALICORNIA HERBACEA/SARGASSUM FULVELLUM FERMENT EXTRACT FILTRATE","ANTIOXIDANT | SKIN CONDITIONING - EMOLLIENT"
"퉁퉁마디추출물","Salicornia Herbacea Extract","SALICORNIA HERBACEA EXTRACT","SKIN CONDITIONING"
"트라넥사믹애씨드","Tranexamic Acid","TRANEXAMIC ACID","ASTRINGENT | SKIN CONDITIONING"
"트라이-C14-15알킬시트레이트","Tri-C14-15 Alkyl Citrate","TRI-C14-15 ALKYL CITRATE","SKIN CONDITIONING - EMOLLIENT | PLASTICISER | SKIN CONDITIONING"
"트라이데세스-10","Trideceth-10","TRIDECETH-10","CLEANSING | SURFACTANT - CLEANSING"
"트라이데세스-6","Trideceth-6","AMMONIUM TRIDECETH-6 PHOSPHATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"트라이데세스-9","Trideceth-9","TRIDECETH-9 PG-AMODIMETHICONE","HAIR CONDITIONING | SKIN CONDITIONING"
"트라이데실스테아레이트","Tridecyl Stearate","TRIDECYL STEARATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"트라이데실트라이멜리테이트","Tridecyl Trimellitate","TRIDECYL TRIMELLITATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"트라이데케인","Tridecane","TRIDECANE","SKIN CONDITIONING - EMOLLIENT"
"트라이라우레스-4포스페이트","Trilaureth-4 Phosphate","TRILAURETH-4 PHOSPHATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"트라이라우린","Trilaurin","TRILAURIN","SKIN CONDITIONING | VISCOSITY CONTROLLING"
"트라이메틸실록시실리케이트","Trimethylsiloxysilicate","POLYMETHYLSILSESQUIOXANE/TRIMETHYLSILOXYSILICATE","NOT REPORTED"
"트라이베헤닌","Tribehenin","TRIBEHENIN PEG-20 ESTERS","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"트라이소듐에틸렌다이아민다이석시네이트","Trisodium Ethylenediamine Disuccinate","TRISODIUM ETHYLENEDIAMINE DISUCCINATE","CHELATING"
"트라이소듐이디티에이","Trisodium EDTA","TRISODIUM EDTA","CHELATING"
"트라이소듐포스페이트","Trisodium Phosphate","TRISODIUM ASCORBYL PALMITATE PHOSPHATE","ANTIOXIDANT | SKIN CONDITIONING"
"트라이실록세인","Trisiloxane","PEG-8 TRISILOXANE","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | SURFACTANT - FOAM BOOSTING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"트라이아이소스테아린","Triisostearin","TRIISOSTEARIN","SKIN CONDITIONING | VISCOSITY CONTROLLING"
"트라이아이소프로판올아민","Triisopropanolamine","TRIISOPROPANOLAMINE","BUFFERING"
"트라이에탄올아민","Triethanolamine","TRIETHANOLAMINE","BUFFERING | SURFACTANT - EMULSIFYING | FRAGRANCE | SURFACTANT - CLEANSING"
"트라이에톡시카프릴릴실레인","Triethoxycaprylylsilane","DIMETHOXYDIPHENYLSILANE/TRIETHOXYCAPRYLYLSILANE CROSSPOLYMER","FILM FORMING"
"트라이에틸시트레이트","Triethyl Citrate","TRIETHYL CITRATE","FRAGRANCE | PLASTICISER | SOLVENT | VISCOSITY CONTROLLING | PERFUMING | DEODORANT"
"트라이올레인","Triolein","TRIOLEIN","SKIN CONDITIONING | VISCOSITY CONTROLLING"
"트라이펩타이드-1","Tripeptide-1","TRIPEPTIDE-1 ACETATE","ANTIOXIDANT"
"트라이펩타이드-29","Tripeptide-29","PALMITOYL TRIPEPTIDE-29","SKIN CONDITIONING"
"트라이펩타이드-3","Tripeptide-3","TRIPEPTIDE-3","SKIN CONDITIONING"
"트라이펩타이드-55","Tripeptide-55","TRIPEPTIDE-55","ANTIOXIDANT | SKIN PROTECTING"
"트라이플루오로아세틸트라이펩타이드-2","Trifluoroacetyl Tripeptide-2","TRIFLUOROACETYL TRIPEPTIDE-2","SKIN CONDITIONING | SKIN PROTECTING"
"트라이하이드록시스테아린","Trihydroxystearin","TRIHYDROXYSTEARIN","SKIN CONDITIONING | VISCOSITY CONTROLLING"
"트라이헵타노인","Triheptanoin","TRIHEPTANOIN","VISCOSITY CONTROLLING | SKIN CONDITIONING - OCCLUSIVE"
"트레오닌","Threonine","THREONINE","ANTISTATIC | HAIR CONDITIONING | HAIR WAVING OR STRAIGHTENING"
"트레할로오스","Trehalose","SODIUM TREHALOSE SULFATE","HUMECTANT | SKIN CONDITIONING"
"트로메타민","Tromethamine","SODIUM TREHALOSE SULFATE","HUMECTANT | SKIN CONDITIONING"
"트로폴론","Tropolone","TROPOLONE","SKIN CONDITIONING"
"트록세루틴","Troxerutin","TROXERUTIN","SKIN CONDITIONING"
"트루구아이악목부오일","Bulnesia Sarmientoi Wood Oil","BULNESIA SARMIENTOI WOOD OIL","FRAGRANCE | SKIN CONDITIONING"
"트루로즈오브예리코추출물","Anastatica Hierochuntica Extract","ANASTATICA HIEROCHUNTICA EXTRACT","ASTRINGENT | SKIN CONDITIONING"
"트리스(테트라메틸하이드록시피페리딘올)시트레이트","Tris(Tetramethylhydroxypiperidinol) Citrate","TRIS(TETRAMETHYLHYDROXYPIPERIDINOL)CITRATE","LIGHT STABILIZER"
"트립토판","Tryptophan","TRYPTOPHAN","ANTISTATIC | HAIR CONDITIONING | FRAGRANCE"
"티몰트라이메톡시신나메이트","Thymol Trimethoxycinnamate","THYMOL TRIMETHOXYCINNAMATE","ANTIOXIDANT | SKIN PROTECTING"
"티민","Thymine","THYMINE","SKIN CONDITIONING"
"티비에이치큐","TBHQ","TBHQ","ANTIOXIDANT | FRAGRANCE | PERFUMING"
"티아민에이치씨엘","Thiamine HCl","THIAMINE HCL","FRAGRANCE | SKIN CONDITIONING"
"티옥틱애씨드","Thioctic Acid","THIOCTIC ACID","ANTIOXIDANT"
"티이에이-라우릴설페이트","TEA-Lauryl Sulfate","TEA-LAURYL SULFATE","CLEANSING | SURFACTANT - EMULSIFYING | FOAMING | SURFACTANT - CLEANSING"
"티타늄디옥사이드","Titanium Dioxide,CI 77891","TITANIUM DIOXIDE","COLORANT | OPACIFYING | UV ABSORBER | UV FILTER"
"티트리잎가루","Melaleuca Alternifolia (Tea Tree) Leaf Powder","MELALEUCA ALTERNIFOLIA LEAF POWDER","ABRASIVE"
"티트리잎수","Melaleuca Alternifolia (Tea Tree) Leaf Water","MELALEUCA ALTERNIFOLIA LEAF WATER","ANTIMICROBIAL | ANTI-SEBUM | ASTRINGENT | TONIC"
"티트리잎오일","Melaleuca Alternifolia (Tea Tree) Leaf Oil","MELALEUCA ALTERNIFOLIA FLOWER/LEAF/STEM OIL","FRAGRANCE | FLAVOURING | PERFUMING | SKIN CONDITIONING - MISCELLANEOUS"
"티트리잎추출물","Melaleuca Alternifolia (Tea Tree) Leaf Extract","MELALEUCA ALTERNIFOLIA LEAF EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"티트리추출물","Melaleuca Alternifolia (Tea Tree) Extract","MELALEUCA ALTERNIFOLIA LEAF EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"틴옥사이드","Tin Oxide","TIN OXIDE","ABRASIVE | BULKING | OPACIFYING | VISCOSITY CONTROLLING"
"파네솔","Farnesol","FARNESOL","DEODORANT | PERFUMING"
"파라핀","Paraffin","PARAFFIN","SKIN CONDITIONING | VISCOSITY CONTROLLING | PERFUMING"
"파스향나무잎추출물","Gaultheria Procumbens (Wintergreen) Leaf Extract","GAULTHERIA PROCUMBENS LEAF EXTRACT","SKIN CONDITIONING | TONIC | PERFUMING"
"파슬리추출물","Petroselinum Sativum (Parsley) Extract","PETROSELINUM SATIVUM EXTRACT","SKIN CONDITIONING"
"파에오놀","Paeonol","PAEONOL","ANTIOXIDANT | SKIN CONDITIONING"
"파에오닥틸룸 트리코르누툼추출물","Phaeodactylum Tricornutum Extract","PHAEODACTYLUM TRICORNUTUM EXTRACT","HUMECTANT | SOOTHING"
"파이틱애씨드","Phytic Acid","PHYTIC ACID","CHELATING"
"파파야열매추출물","Carica Papaya (Papaya) Fruit Extract","CARICA PAPAYA FRUIT EXTRACT","SKIN CONDITIONING"
"파파인","Papain","PAPAIN","ANTISTATIC | HAIR CONDITIONING | SKIN CONDITIONING"
"판테놀","Panthenol","DIMETHICONOL PANTHENOL","HAIR CONDITIONING"
"판테닐트라이아세테이트","Panthenyl Triacetate","PANTHENYL TRIACETATE","ANTISTATIC | HAIR CONDITIONING"
"판토락톤","Pantolactone","PANTOLACTONE","HUMECTANT | SKIN CONDITIONING"
"판토테닉애씨드","Pantothenic Acid","PANTOTHENIC ACID","ANTISTATIC | HAIR CONDITIONING | SKIN CONDITIONING"
"팔마로사오일","Cymbopogon Martini Oil,Cymbopogon Martini Herb Oil","CYMBOPOGON MARTINI OIL","FRAGRANCE | SKIN CONDITIONING | TONIC"
"팔미타마이드엠이에이","Palmitamide MEA","DEOXYPHYTANTRIYL PALMITAMIDE MEA","HAIR CONDITIONING | SKIN CONDITIONING"
"팔미토일글라이신","Palmitoyl Glycine","PALMITOYL GLYCINE","CLEANSING | HAIR CONDITIONING"
"팔미토일다이펩타이드-10","Palmitoyl Dipeptide-10","PALMITOYL DIPEPTIDE-10","SKIN CONDITIONING"
"팔미토일다이펩타이드-7","Palmitoyl Dipeptide-7","PALMITOYL DIPEPTIDE-7","SKIN CONDITIONING"
"팔미토일아이소류신","Palmitoyl Isoleucine","PALMITOYL ISOLEUCINE","SKIN PROTECTING"
"팔미토일에스에이치-트라이펩타이드-3아마이드","Palmitoyl sh-Tripeptide-3 Amide","PALMITOYL SH-TRIPEPTIDE-3 AMIDE","HUMECTANT | SKIN CONDITIONING | SKIN PROTECTING"
"팔미토일올리고펩타이드","Palmitoyl Oligopeptide","PALMITOYL OLIGOPEPTIDE-226","SKIN CONDITIONING - MISCELLANEOUS"
"팔미토일테트라펩타이드-10","Palmitoyl Tetrapeptide-10","PALMITOYL TETRAPEPTIDE-10","SKIN CONDITIONING"
"팔미토일테트라펩타이드-7","Palmitoyl Tetrapeptide-7","PALMITOYL TETRAPEPTIDE-7","SKIN CONDITIONING - MISCELLANEOUS"
"팔미토일트라이펩타이드-1","Palmitoyl Tripeptide-1","PALMITOYL TRIPEPTIDE-1 ACETATE","SKIN CONDITIONING"
"팔미토일트라이펩타이드-29","Palmitoyl Tripeptide-29","PALMITOYL TRIPEPTIDE-29","SKIN CONDITIONING"
"팔미토일트라이펩타이드-38","Palmitoyl Tripeptide-38","PALMITOYL TRIPEPTIDE-38","SKIN CONDITIONING"
"팔미토일트라이펩타이드-5","Palmitoyl Tripeptide-5","PALMITOYL TRIPEPTIDE-5","SKIN CONDITIONING - MISCELLANEOUS"
"팔미토일트라이펩타이드-8","Palmitoyl Tripeptide-8","PALMITOYL TRIPEPTIDE-8","SKIN CONDITIONING"
"팔미토일펜타펩타이드-4","Palmitoyl Pentapeptide-4","PALMITOYL SH-PENTAPEPTIDE-4","ANTIOXIDANT | SKIN CONDITIONING"
"팔미토일프롤린","Palmitoyl Proline","PALMITOYL PROLINE","HAIR CONDITIONING | SKIN CONDITIONING"
"팔미토일헥사펩타이드-12","Palmitoyl Hexapeptide-12","PALMITOYL HEXAPEPTIDE-12","SKIN CONDITIONING"
"팔미틱애씨드","Palmitic Acid","PALMITIC ACID","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING"
"팩스추출물","Faex Extract","FAEX EXTRACT","SKIN CONDITIONING"
"펄라이트","Perlite","PERLITE","ABSORBENT | BULKING"
"페네틸벤조에이트","Phenethyl Benzoate","PHENETHYL BENZOATE","SKIN CONDITIONING - EMOLLIENT | PERFUMING"
"페네틸알코올","Phenethyl Alcohol","PHENETHYL ALCOHOL","FRAGRANCE"
"페녹시에탄올","Phenoxyethanol","PHENOXYETHANOL","ANTIMICROBIAL | PRESERVATIVE"
"페닐다이메티콘","Phenyl Dimethicone","PHENYL DIMETHICONE","ANTIFOAMING | SKIN CONDITIONING"
"페닐벤즈이미다졸설포닉애씨드","Phenylbenzimidazole Sulfonic Acid","PHENYLBENZIMIDAZOLE SULFONIC ACID","LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"페닐알라닌","Phenylalanine","PHENYLALANINE","HAIR CONDITIONING | FRAGRANCE | SKIN CONDITIONING"
"페닐에틸레조시놀","Phenylethyl Resorcinol","PHENYLETHYL RESORCINOL","ANTIOXIDANT"
"페닐트라이메티콘","Phenyl Trimethicone","PHENYL TRIMETHICONE","ANTIFOAMING | HAIR CONDITIONING | SKIN CONDITIONING"
"페닐프로판올","Phenylpropanol","PHENYL TRIMETHICONE","ANTIFOAMING | HAIR CONDITIONING | SKIN CONDITIONING"
"페닐프로필디메틸실록시실리케이트","Phenylpropyldimethylsiloxysilicate","PHENYLPROPYLDIMETHYLSILOXYSILICATE","SKIN CONDITIONING - EMOLLIENT | FILM FORMING | HAIR CONDITIONING | SKIN CONDITIONING - MISCELLANEOUS"
"페루기네움철쭉추출물","Rhododendron Ferrugineum Extract","RHODODENDRON FERRUGINEUM FLOWER EXTRACT","SKIN CONDITIONING"
"페룰릭애씨드","Ferulic Acid","FERULIC ACID","ANTIMICROBIAL | ANTIOXIDANT"
"페트롤라툼","Petrolatum","SYNTHETIC PETROLATUM","SKIN CONDITIONING | VISCOSITY CONTROLLING"
"페트롤레움다이스틸레이트","Petroleum Distillates","PETROLEUM DISTILLATES","ANTIFOAMING | SOLVENT"
"페퍼민트오일","Mentha Piperita (Peppermint) Oil","MENTHA PIPERITA OIL","FRAGRANCE | REFRESHING | TONIC | PERFUMING"
"페퍼민트잎추출물","Mentha Piperita (Peppermint) Leaf Extract","MENTHA PIPERITA LEAF EXTRACT","SKIN CONDITIONING"
"페퍼민트추출물","Mentha Piperita (Peppermint) Extract","MENTHA PIPERITA LEAF EXTRACT","SKIN CONDITIONING"
"펙틴","Pectin","PECTIN","BINDING | EMULSION STABILISING | VISCOSITY CONTROLLING"
"펜타소듐테트라카복시메틸다이펩타이드-51","Pentasodium Tetracarboxymethyl Dipeptide-51","PENTASODIUM TETRACARBOXYMETHYL DIPEPTIDE-51","SKIN CONDITIONING"
"펜타에리스리틸다이스테아레이트","Pentaerythrityl Distearate","PENTAERYTHRITYL DISTEARATE","SURFACTANT - EMULSIFYING"
"펜타에리스리틸테트라아이소스테아레이트","Pentaerythrityl Tetraisostearate","PENTAERYTHRITYL TETRAISOSTEARATE","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"펜타에리스리틸테트라에틸헥사노에이트","Pentaerythrityl Tetraethylhexanoate","PENTAERYTHRITYL TETRAETHYLHEXANOATE","SKIN CONDITIONING - EMOLLIENT | VISCOSITY CONTROLLING"
"펜타펩타이드-13","Pentapeptide-13","PENTAPEPTIDE-13","SKIN CONDITIONING"
"펜타펩타이드-18","Pentapeptide-18","PENTAPEPTIDE-18","SKIN CONDITIONING"
"펜타펩타이드-3","Pentapeptide-3","PENTAPEPTIDE-3","SKIN CONDITIONING"
"펜틸람노사이드","Pentyl Rhamnoside","PENTYL RHAMNOSIDE","SKIN CONDITIONING"
"펜틸렌글라이콜","Pentylene Glycol","PENTYLENE GLYCOL","SKIN CONDITIONING | SOLVENT"
"펠리토리추출물","Parietaria Officinalis Extract","PARIETARIA OFFICINALIS EXTRACT","SKIN CONDITIONING - EMOLLIENT | SOOTHING"
"편백수","Chamaecyparis Obtusa Water","CHAMAECYPARIS OBTUSA WATER","FRAGRANCE"
"편백오일","Chamaecyparis Obtusa Oil","CHAMAECYPARIS OBTUSA OIL","FRAGRANCE | TONIC"
"편백잎추출물","Chamaecyparis Obtusa Leaf Extract","CHAMAECYPARIS OBTUSA LEAF EXTRACT","SKIN CONDITIONING"
"포도껍질추출물","Vitis Vinifera (Grape) Skin Extract","VITIS VINIFERA SKIN EXTRACT","ANTIOXIDANT"
"포도덩굴수액","Vitis Vinifera (Grape) Vine Sap","VITIS VINIFERA VINE SAP","SKIN CONDITIONING"
"포도덩굴추출물","Vitis Vinifera (Grape) Vine Extract","VITIS VINIFERA VINE EXTRACT","SKIN CONDITIONING"
"포도뿌리추출물","Vitis Vinifera (Grape) Root Extract","VITIS VINIFERA ROOT EXTRACT","SKIN CONDITIONING"
"포도세포추출물","Vitis Vinifera (Grape) Fruit Cell Extract","VITIS VINIFERA FRUIT CELL EXTRACT","SKIN CONDITIONING"
"포도씨오일","Vitis Vinifera (Grape) Seed Oil","VITIS VINIFERA SEED OIL","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"포도씨추출물","Vitis Vinifera (Grape) Seed Extract","VITIS VINIFERA SEED EXTRACT","ANTI-SEBORRHEIC | ANTIMICROBIAL | ANTIOXIDANT | ORAL CARE | SKIN PROTECTING | UV ABSORBER"
"포도주","Wine","WINE EXTRACT","ANTIOXIDANT"
"포도주추출물","Wine Extract","WINE EXTRACT","ANTIOXIDANT"
"포도즙추출물","Vitis Vinifera (Grape) Juice Extract","VITIS VINIFERA JUICE EXTRACT","ANTIOXIDANT | SKIN CONDITIONING"
"포도추출물","Vitis Vinifera (Grape) Fruit Extract","VITIS VINIFERA FRUIT EXTRACT","SKIN CONDITIONING"
"포믹애씨드","Formic Acid","FORMIC ACID","FRAGRANCE | PRESERVATIVE | pH ADJUSTERS"
"포스파티딜콜린","Phosphatidylcholine","HYDROGENATED PHOSPHATIDYLCHOLINE","SURFACTANT - EMULSIFYING | SKIN CONDITIONING"
"포스페이트버퍼드셀라인","Phosphate Buffered Saline","DULBECCO'S PHOSPHATE BUFFERED SALINE","BUFFERING"
"포스포리피드","Phospholipids","PHOSPHOLIPIDS","SKIN CONDITIONING"
"포타슘라우레이트","Potassium Laurate","POTASSIUM LAURATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"포타슘락테이트","Potassium Lactate","POTASSIUM LACTATE","BUFFERING | HUMECTANT | SKIN CONDITIONING"
"포타슘마그네슘아스파테이트","Potassium Magnesium Aspartate","POTASSIUM MAGNESIUM ASPARTATE","BUFFERING | SKIN PROTECTING"
"포타슘벤조에이트","Potassium Benzoate","POTASSIUM BENZOATE","PRESERVATIVE"
"포타슘세틸포스페이트","Potassium Cetyl Phosphate","POTASSIUM CETYL PHOSPHATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"포타슘솔베이트","Potassium Sorbate","POTASSIUM SORBATE","FRAGRANCE | PRESERVATIVE"
"포타슘스테아레이트","Potassium Stearate","POTASSIUM STEARATE","CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"포타슘아스파테이트","Potassium Aspartate","POTASSIUM ASPARTATE","SKIN CONDITIONING"
"포타슘코코에이트","Potassium Cocoate","POTASSIUM COCOATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"포타슘코코일글리시네이트","Potassium Cocoyl Glycinate","POTASSIUM COCOYL GLYCINATE","HAIR CONDITIONING | SURFACTANT - CLEANSING"
"포타슘코코일하이드롤라이즈드콜라겐","Potassium Cocoyl Hydrolyzed Collagen","POTASSIUM COCOYL HYDROLYZED COLLAGEN","HAIR CONDITIONING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"포타슘클로라이드","Potassium Chloride","POTASSIUM CHLORIDE","VISCOSITY CONTROLLING"
"포타슘포스페이트","Potassium Phosphate","POTASSIUM ACRYLATE/METHACRYLOYLOXYETHYL PHOSPHATE COPOLYMER","SKIN CONDITIONING"
"포타슘하이드록사이드","Potassium Hydroxide","POTASSIUM HYDROXIDE","BUFFERING"
"포타슘하이알루로네이트","Potassium Hyaluronate","POTASSIUM HYALURONATE","SKIN CONDITIONING"
"포트마리골드꽃오일","Calendula Officinalis Flower Oil","CALENDULA OFFICINALIS FLOWER OIL","FRAGRANCE | SKIN CONDITIONING | PERFUMING"
"포트마리골드꽃추출물","Calendula Officinalis Flower Extract","CALENDULA OFFICINALIS FLOWER EXTRACT","FRAGRANCE | SKIN CONDITIONING | PERFUMING"
"포트마리골드추출물","Calendula Officinalis Extract","CALENDULA OFFICINALIS EXTRACT","SKIN CONDITIONING"
"폴록사머124","Poloxamer 124","POLOXAMER 124","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"폴록사머188","Poloxamer 188","POLOXAMER 188 SUCCINATE","SKIN CONDITIONING"
"폴록사머234","Poloxamer 234","POLOXAMER 234","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"폴리C10-30알킬아크릴레이트","Poly C10-30 Alkyl Acrylate","POLY C10-30 ALKYL ACRYLATE","EMULSION STABILISING | VISCOSITY CONTROLLING"
"폴리글루타믹애씨드","Polyglutamic Acid","POLYGLUCURONIC ACID","SKIN CONDITIONING"
"폴리글리세린-3","Polyglycerin-3","POLYGLYCERIN-3","HUMECTANT"
"폴리글리세린-6","Polyglycerin-6","POLYGLYCERIN-6","HUMECTANT"
"폴리글리세릴-10다이라우레이트","Polyglyceryl-10 Dilaurate","POLYGLYCERYL-10 DILAURATE","SURFACTANT - CLEANSING"
"폴리글리세릴-10다이스테아레이트","Polyglyceryl-10 Distearate","POLYGLYCERYL-10 DISTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-10다이아이소스테아레이트","Polyglyceryl-10 Diisostearate","POLYGLYCERYL-10 DIISOSTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-10라우레이트","Polyglyceryl-10 Laurate","POLYGLYCERYL-10 LAURATE/OLEATE/SEBACATE","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - SOLUBILIZING"
"폴리글리세릴-10미리스테이트","Polyglyceryl-10 Myristate","POLYGLYCERYL-10 DIMYRISTATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"폴리글리세릴-10스테아레이트","Polyglyceryl-10 Stearate","POLYGLYCERYL-10 OLEATE/STEARATE","EMULSION STABILISING"
"폴리글리세릴-10아이소스테아레이트","Polyglyceryl-10 Isostearate","POLYGLYCERYL-10 ISOSTEARATE/SUCCINATE","SURFACTANT - CLEANSING"
"폴리글리세릴-10올리에이트","Polyglyceryl-10 Oleate","LACTOBACILLUS/GLUTAMIC ACID/POLYGLYCERYL-10 OLEATE FERMENT FILTRATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING - MISCELLANEOUS"
"폴리글리세릴-10펜타스테아레이트","Polyglyceryl-10 Pentastearate","POLYGLYCERYL-10 PENTASTEARATE","SKIN CONDITIONING"
"폴리글리세릴-2다이아이소스테아레이트","Polyglyceryl-2 Diisostearate","POLYGLYCERYL-2 DIISOSTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-2다이폴리하이드록시스테아레이트","Polyglyceryl-2 Dipolyhydroxystearate","POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE","SKIN CONDITIONING"
"폴리글리세릴-2세스퀴이소스테아레이트","Polyglyceryl-2 Sesquiisostearate","POLYGLYCERYL-2 SESQUIISOSTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-2스테아레이트","Polyglyceryl-2 Stearate","POLYGLYCERYL-2 STEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-2아이소스테아레이트","Polyglyceryl-2 Isostearate","POLYGLYCERYL-2 ISOSTEARATE/DIMER DILINOLEATE COPOLYMER","SKIN CONDITIONING - EMOLLIENT | SKIN PROTECTING | VISCOSITY CONTROLLING"
"폴리글리세릴-2올리에이트","Polyglyceryl-2 Oleate","POLYGLYCERYL-2 OLEATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-2카프레이트","Polyglyceryl-2 Caprate","POLYGLYCERYL-2 CAPRATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-2트라이아이소스테아레이트","Polyglyceryl-2 Triisostearate","POLYGLYCERYL-2 TRIISOSTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-3다이스테아레이트","Polyglyceryl-3 Distearate","POLYGLYCERYL-3 DISTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-3다이아이소스테아레이트","Polyglyceryl-3 Diisostearate","POLYGLYCERYL-3 DIISOSTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-3메틸글루코오스다이스테아레이트","Polyglyceryl-3 Methylglucose Distearate","POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-3비즈왁스","Polyglyceryl-3 Beeswax","POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-3스테아레이트","Polyglyceryl-3 Stearate","POLYGLYCERYL-3 DICITRATE/STEARATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘","Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone","POLYGLYCERYL-3/LAURYL POLYDIMETHYLSILOXYETHYL DIMETHICONE CROSSPOLYMER","VISCOSITY CONTROLLING"
"폴리글리세릴-3폴리리시놀리에이트","Polyglyceryl-3 Polyricinoleate","POLYGLYCERYL-3 POLYRICINOLEATE","SURFACTANT - EMULSIFYING | VISCOSITY CONTROLLING"
"폴리글리세릴-4라우레이트","Polyglyceryl-4 Laurate","POLYGLYCERYL-4 LAURATE/SUCCINATE",""
"폴리글리세릴-4아이소스테아레이트","Polyglyceryl-4 Isostearate","POLYGLYCERYL-4 TRIISOSTEARATE","SURFACTANT - HYDROTROPE"
"폴리글리세릴-4올리에이트","Polyglyceryl-4 Oleate","POLYGLYCERYL-4 OLEATE/POLYHYDROXYSTEARATE/SEBACATE COPOLYMER","EMULSION STABILISING | DISPERSING NON-SURFACTANT"
"폴리글리세릴-4카프레이트","Polyglyceryl-4 Caprate","POLYGLYCERYL-4 CAPRYLATE/CAPRATE","SURFACTANT - HYDROTROPE | SURFACTANT - CLEANSING"
"폴리글리세릴-5스테아레이트","Polyglyceryl-5 Stearate","POLYGLYCERYL-5 STEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-5올리에이트","Polyglyceryl-5 Oleate","POLYGLYCERYL-5 OLEATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-5트라이올리에이트","Polyglyceryl-5 Trioleate","POLYGLYCERYL-5 TRIOLEATE","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING"
"폴리글리세릴-5폴리리시놀리에이트","Polyglyceryl-5 Polyricinoleate","POLYGLYCERYL-5 POLYRICINOLEATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-6다이스테아레이트","Polyglyceryl-6 Distearate","POLYGLYCERYL-6 DISTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-6라우레이트","Polyglyceryl-6 Laurate","POLYGLYCERYL-6 LAURATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-6베헤네이트","Polyglyceryl-6 Behenate","MACADAMIA SEED OIL POLYGLYCERYL-6 ESTERS BEHENATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"폴리글리세릴-6스테아레이트","Polyglyceryl-6 Stearate","POLYGLYCERYL-6 STEARATE","SKIN CONDITIONING - EMOLLIENT"
"폴리글리세릴-6아이소스테아레이트","Polyglyceryl-6 Isostearate","POLYGLYCERYL-6 ISOSTEARATE","SURFACTANT - EMULSIFYING"
